Subject,Predicate,Fuzzy,Object
搭载科学仪器和设备，帮助进行野生动物的研究和监测工作。,Specifies,0.49,我需要无人机具备足够的载荷能力
便在灾害和紧急情况下进行救援和物资投送。,Specifies,0.28,我希望无人机能够搭载救生设备和物资，具备较大的载荷能力
帮助在高处进行建筑施工和维修。,Specifies,0.32,我需要无人机能够搭载建筑材料和工具，具备足够的载荷能力
便拍摄高质量的航拍照片和影片。,Specifies,0.41,我希望无人机能够搭载专业摄影设备，具备足够的载荷能力
帮助进行地质勘探和研究工作。,Specifies,0.13,我需要无人机能够搭载地质勘探设备，具备足够的载荷能力
帮助进行海洋科学研究和监测。,Specifies,0.45,我希望无人机能够搭载海洋观测设备和探测器，具备较大的载荷能力
帮助进行电力设备的安装和维护工作。,Specifies,0.14,我需要无人机能够搭载电力设备和工具，具备足够的载荷能力
帮助监测环境污染和采集环境数据。,Specifies,0.99,我希望无人机能够搭载环境监测设备，具备足够的载荷能力
搭载侦察设备和通信设备，帮助进行军事侦察和通信任务。,Specifies,0.41,我需要无人机具备较大的载荷能力
便在火灾现场进行灭火和救援工作。,Specifies,0.01,我希望无人机能够搭载灭火设备和救生器材，具备足够的载荷能力
帮助进行农田的数据采集和分析。,Specifies,0.24,我需要无人机能够搭载农业传感器和采样设备，具备较大的载荷能力
帮助进行采矿作业和资源勘探。,Specifies,0.09,我希望无人机能够搭载采矿设备和工具，具备足够的载荷能力
搭载航道标志设备和测量设备，帮助进行航道维护和测量工作。,Specifies,0.99,我需要无人机具备较大的载荷能力
帮助进行农田的精确灌溉和水资源管理。,Specifies,0.48,我希望无人机能够搭载灌溉设备和传感器，具备足够的载荷能力
帮助进行地质灾害的监测和预警工作。,Specifies,0,我需要无人机能够搭载地震勘测设备和传感器，具备足够的载荷能力
帮助进行海洋资源调查和研究。,Specifies,0.92,我希望无人机能够搭载海洋生物采样设备和海洋底质采集器，具备较大的载荷能力
搭载城市监控设备和传感器，帮助进行城市安全监测和管理工作。,Specifies,0.35,我需要无人机具备较大的载荷能力
帮助进行建筑设计和结构分析工作。,Specifies,0.91,我希望无人机能够搭载建筑结构模拟器和测量设备，具备足够的载荷能力
帮助监测和评估环境污染情况。,Specifies,0.99,我希望无人机能够搭载空气质量监测仪器和噪音检测设备，具备足够的载荷能力
帮助进行海洋工程勘测和建设工作。,Specifies,0.5,我需要无人机能够搭载海洋观测设备和海底探测器，具备较大的载荷能力
便准确地找到目的地并完成货物的送达任务。,Specifies,0.3,我希望无人机具备自主导航能力
帮助生成精确的地图和地形数据。,Specifies,0.64,我需要无人机能够自主导航并按照预定路径完成航拍任务
拍摄旅行途中的美景照片和视频。,Specifies,0.84,我希望无人机能够根据预设的导航点自主飞行
监测交通流量和道路状况。,Specifies,0.34,我需要无人机能够自主导航并按照预设的路径巡航
辅助进行地质勘探和资源调查。,Specifies,0.82,我需要无人机能够根据预设的勘探路径自主导航
辅助进行地质勘探和资源调查。,Specifies,0.95,我需要能够远程遥控无人机的飞行和勘探功能
帮助进行建筑工地的监督和安全检查。,Specifies,0.1,我需要无人机能够自主导航并按照预设的巡检路线飞行
进行故障排查和维修工作。,Specifies,0.63,我希望无人机能够自主导航并按照预设的路径巡检输电线路和设备
实现农田的精准灌溉和水资源的合理利用。,Specifies,0.62,我需要无人机能够根据预设的农田边界和灌溉需求自主飞行
提高救援效率和准确性。,Specifies,0.56,我希望无人机能够自主导航并根据事故区域进行搜索和救援任务
帮助检测电力设备的状态和安全隐患。,Specifies,0.28,我希望无人机能够自主导航并按照预设的巡检路线飞行
帮助保护环境和人民健康。,Specifies,0.93,我需要无人机能够自主导航并根据预设的区域进行空气质量和污染物监测
辅助城市景观规划和设计工作。,Specifies,0.97,我希望无人机能够自主导航并根据预设的路径进行航拍和摄影
帮助合理利用和保护水资源。,Specifies,0.71,我需要无人机能够自主导航并根据预设的区域进行水质监测和水资源调查
US145,Defines,0.84,提高救援效率和准确性。
US146,Defines,0.44,便拍摄出更好的航拍照片和影片。
US147,Defines,0.76,捕捉到精彩的运动瞬间。
US148,Defines,0.89,便观测和研究植物的生长和变化过程。
US149,Defines,0.57,便对建筑物进行安全检查和评估。
US150,Defines,0.12,辅助进行地质勘探和资源调查。
US151,Defines,0.14,便对电力设备进行巡检和维护。
US152,Defines,0.61,便在灾害和紧急情况下进行救援任务。
US153,Defines,0.33,便进行农田的精确喷洒和农作物管理。
US154,Defines,0.15,便在建筑施工现场进行材料的运输和投放。
US155,Defines,0.83,便进行军事侦察和目标监测。
US156,Defines,0.53,拍摄出精美的航拍照片和视频。
US157,Defines,0.97,及时获取灾害信息并预警。
US158,Defines,0.99,帮助研究海洋生物和生态系统。
US159,Defines,0.69,帮助城市安全监控和事件应对。
US160,Defines,0.26,帮助进行农田的生长监测和病虫害防治。
US161,Defines,0.85,便检测电力设备的运行状况和安全隐患。
US162,Defines,0.41,帮助研究海洋气候变化和天气预报。
US163,Defines,0.31,帮助监控船舶交通和维护港口安全。
US164,Defines,0.46,帮助监测环境污染和资源破坏。
US165,Defines,0.37,帮助监测和保护水体的质量和供水安全。
US166,Defines,0.35,便进行航空器的检修和维护工作。
US167,Defines,0.09,帮助保护野生动物物种和栖息地。
US168,Defines,0.95,辅助进行建筑设计和结构分析工作。
US169,Defines,0.67,帮助监察环境污染和违法行为。
US170,Defines,0.26,帮助研究海洋生态系统和资源评估。
US171,Defines,0.84,帮助进行城市规划和土地利用分析。
US172,Defines,0.14,便实时获取火情信息和指导灭火工作。
US173,Defines,0.93,帮助实现农田的精确灌溉和水资源管理。
US174,Defines,0.07,辅助进行地质灾害的监测和预警工作。
US175,Defines,0.01,帮助保护海洋生态环境和物种多样性。
US176,Defines,0.81,帮助优化交通流量和指导交通管理工作。
US177,Defines,0.45,帮助检测和维修电力设备。
US178,Defines,0.95,帮助评估渔业资源和保护海洋生态系统。
US179,Defines,0.09,辅助巡逻和犯罪预防工作。
US180,Defines,0.85,帮助监测环境污染和资源破坏。
US181,Defines,0.59,帮助监测和保护水体的质量和供水安全。
US182,Defines,0.29,便进行航空器的检修和维护工作。
US183,Defines,0.6,帮助保护野生动物物种和栖息地。
US184,Defines,0.89,辅助进行建筑设计和结构分析工作。
US185,Defines,0.1,帮助监察环境污染和违法行为。
US186,Defines,0.7,帮助研究海洋生态系统和资源评估。
US187,Defines,0.16,帮助进行城市规划和土地利用分析。
US188,Defines,0.82,便实时获取火情信息和指导灭火工作。
US189,Defines,0.97,帮助实现农田的精确灌溉和水资源管理。
US190,Defines,0.61,辅助进行地质灾害的监测和预警工作。
US191,Defines,0.82,帮助保护海洋生态环境和物种多样性。
US192,Defines,0.08,帮助优化交通流量和指导交通管理工作。
US193,Defines,0.22,帮助检测和维修电力设备。
US194,Defines,0.66,帮助评估渔业资源和保护海洋生态系统。
US195,Defines,0.1,辅助巡逻和犯罪预防工作。
US196,Defines,0.26,帮助监测环境污染和资源破坏。
US197,Defines,0.95,帮助监测和保护水体的质量和供水安全。
US198,Defines,0.6,便进行航空器的检修和维护工作。
US199,Defines,0.47,帮助保护野生动物物种和栖息地。
US200,Defines,0.2,辅助进行建筑设计和结构分析工作。
US201,Defines,0.58,帮助监察环境污染和违法行为。
US202,Defines,0.9,拍摄壮丽的自然风景和城市风貌。
US203,Defines,0.79,便在突发事件和新闻现场获取准确的图像和视频报道。
US204,Defines,0.49,拍摄出具有电影质感的空中镜头。
US205,Defines,0.56,捕捉到比赛中的精彩瞬间。
US206,Defines,0.64,展示房产的独特视角和周边环境。
US209,Defines,0.91,展现大自然的美丽与奇观。
US214,Defines,0.45,展示景观设计的整体效果和空间布局。
US216,Defines,0.95,辅助解说和赛事报道。
US218,Defines,0.35,支持地理研究和教学。
US219,Defines,0.22,研究植物的生长过程。
US221,Defines,0.36,呈现自然环境的演变和保护问题。
US222,Defines,0.56,辅助规划决策和评估。
US223,Defines,0.98,帮助农业研究和农作物管理。
US224,Defines,0.14,展示大自然的壮丽景色。
US226,Defines,0.09,保留历史和传统文化的影像资料。
US227,Defines,0.18,便在水下环境中拍摄清晰、生动的影像作品。
US228,Defines,0.3,展示人工景观设计的独特创意和效果。
US229,Defines,0.83,辅助考古调查和文物保护工作。
US230,Defines,0.6,便进行训练评估和改进。
US231,Defines,0.24,辅助科普教育和科学传播。
US232,Defines,0.5,研究冰川的演化和影响。
US236,Defines,0.63,便对农田进行全面巡查和监测。
US237,Defines,0.81,便在灾害现场进行长时间的搜索和救援行动。
US238,Defines,0.76,提高电力设备的运行安全性。
US239,Defines,0.24,便能够拍摄更多的航拍照片和影片。
US240,Defines,0.15,便获取更全面的城市数据和图像信息。
US241,Defines,0.73,便能够持续监测和记录环境污染情况。
US242,Defines,0.22,确保施工安全和质量。
US243,Defines,0.17,便能够完成更多的配送任务并提高效率。
US245,Defines,0.75,便能够持续监测和巡查森林火情，并及时采取措施进行灭火。
US246,Defines,0.82,确保航空安全。
US247,Defines,0.24,便能够进行长时间的海上巡逻和边境监测工作。
US248,Defines,0.92,确保在火场中安全地进行监测和救援任务。
US249,Defines,0.43,便在监控和安保工作中提供更准确的图像和视频资料。
US250,Defines,0.05,在复杂的搜救环境中提供更好的视觉辅助。
US251,Defines,0.55,确保在边境巡逻任务中避免碰撞和意外事件。
US252,Defines,0.26,应对突发情况并保证飞行安全。
US253,Defines,0.79,确保在禁飞区域或危险区域的安全飞行。
US254,Defines,0.58,在恶劣的环境条件下仍能保持正常运行和飞行安全。
US255,Defines,0.18,保障通信安全和任务保密性。
US256,Defines,0.6,及时发现和报警危险物品运输和违规行为。
城市管理者,Proposes,0.38,我需要无人机能够自主导航并根据预设的区域进行城市设施和基础设施的巡检和维护工作。
城市管理者,Proposes,0.01,我希望能够远程遥控无人机的飞行和监控功能
水利工程师,Proposes,0.65,我希望无人机能够自主导航并根据预设的河流和水库进行水文测量和水资源管理工作。
电信工程师,Proposes,0.04,我需要无人机能够自主导航并根据预设的路径进行通信设备的巡检和信号覆盖评估工作。
航拍摄影师,Proposes,0.39,我希望能够远程遥控无人机的飞行和摄像功能
航拍摄影师,Proposes,0.22,我需要无人机具备较长的续航能力
航拍摄影师,Proposes,0.24,我需要无人机的相机稳定器和云台系统具备高度可靠性
运动摄影师,Proposes,0.96,我希望能够远程遥控无人机的飞行和拍摄功能
植物学家,Proposes,0.15,我希望能够远程遥控无人机的飞行和摄像功能
植物学家,Proposes,0.95,我需要无人机能够拍摄植物生长和变化的时间-lapse影像
建筑检查员,Proposes,0.13,我希望能够远程遥控无人机的飞行和拍摄功能
地质灾害监测员,Proposes,0,我希望能够远程遥控无人机的飞行和地质灾害监测功能
旅行摄影师,Proposes,0.92,我希望无人机具有高清摄像功能
电影制片人,Proposes,0.01,我希望无人机能够稳定飞行并搭载专业摄像设备
体育赛事摄影师,Proposes,0.38,我需要无人机具备高速追踪和拍摄功能
房地产经纪人,Proposes,0.64,我希望无人机能够拍摄高清航拍视频
婚礼摄影师,Proposes,0.03,我需要无人机能够拍摄浪漫而唯美的婚礼航拍影片，为新人留下难忘回忆。
广告制作人,Proposes,0.78,我希望无人机能够拍摄独特的空中广告短片，吸引观众的注意力并传达产品的特点。
自然纪录片摄影师,Proposes,0.24,我需要无人机能够拍摄野生动物和自然景观的高清影像
建筑摄影师,Proposes,0.45,我希望无人机能够拍摄建筑物的空中俯瞰照片，展示建筑的规模和设计风格。
旅游博主,Proposes,0.72,我希望无人机能够拍摄精美的旅行影片，分享独特的旅游体验和景点风景。
旅游博主,Proposes,0.13,我希望无人机能够拍摄绚丽的夜景照片和影片，展示城市的夜间魅力和灯光效果。
极限运动摄影师,Proposes,0.85,我需要无人机能够跟随和拍摄运动选手的精彩动作，记录下极限运动的刺激瞬间。
景观设计师,Proposes,0.07,我希望无人机能够拍摄航拍视频
科学研究人员,Proposes,0.65,我需要无人机能够搭载专业摄像设备，拍摄出科学实验和研究场景的细节影像。
科学研究人员,Proposes,0.95,我希望无人机的仪器和实验设备具备高可靠性
运动赛事解说员,Proposes,0.3,我希望无人机能够拍摄比赛过程和选手表现的实时视频
艺术家,Proposes,0.95,我需要无人机能够拍摄创意艺术作品的空中视角，为艺术作品增添独特的艺术表现形式。
地理学研究者,Proposes,0.43,我希望无人机能够拍摄地貌变化和自然地理现象的摄像影像
音乐制作人,Proposes,0.98,我希望无人机能够拍摄具有音乐背景的空中音乐视频
环境纪录片摄影师,Proposes,0.51,我需要无人机能够拍摄环境变化和生态系统的高清视频
风景摄影师,Proposes,0.71,我希望无人机能够拍摄风景和自然环境的宽广视野
动物摄影师,Proposes,0.1,我需要无人机能够拍摄野生动物的高清影像，捕捉动物的自然行为和独特瞬间。
历史文化记录者,Proposes,0.95,我希望无人机能够拍摄古建筑和文化遗址的航拍照片和视频
水下摄影师,Proposes,0.51,我希望无人机能够搭载水下摄像设备
人造景观设计师,Proposes,0.04,我需要无人机能够拍摄航拍视频
考古学家,Proposes,0.99,我希望无人机能够拍摄考古遗址的航拍照片和视频
运动教练,Proposes,0.92,我需要无人机能够拍摄运动员训练过程的实时视频
科普作家,Proposes,0.9,我希望无人机能够拍摄科学实验和科学现象的摄像影像
冰川学研究者,Proposes,0.37,我需要无人机能够拍摄冰川变化和冰川景观的航拍影像
冰川学研究者,Proposes,0.57,我希望无人机的冰川探测和采集设备具备高可靠性
艺术摄影师,Proposes,0.33,我需要无人机能够搭载专业摄像设备，拍摄出独特的艺术摄影作品。
新媒体制作人,Proposes,0.77,我希望无人机能够拍摄引人注目的空中照片和视频，为新媒体内容增加视觉冲击力。
农田巡查员,Proposes,0.7,我希望无人机的续航能力能够持续飞行足够长的时间
自然灾害救援人员,Proposes,0.43,我需要无人机具备较长的续航能力
电力线路检修人员,Proposes,0.57,我希望无人机的续航能力能够支持长时间的线路巡检
建筑工地监理员,Proposes,0.65,我希望无人机的续航能力能够支持长时间的巡查和监控
建筑工地监理员,Proposes,0.27,我希望无人机的避障和自主导航系统具备高可靠性
野外科学考察人员,Proposes,0.43,我希望无人机的续航能力能够支持长时间的科学考察和数据采集工作。
航空交通管理员,Proposes,0.01,我希望无人机的续航能力能够支持长时间的空中巡视和交通监管
海上巡逻员,Proposes,0.45,我需要无人机具备较长的续航能力
搜救人员,Proposes,0.69,我希望无人机能够配备红外热成像和夜视功能
边境巡逻员,Proposes,0.74,我需要无人机具备自动避障和防撞功能
飞行员,Proposes,0.63,我希望无人机具备强大的飞行稳定性和自动返航功能
工地监理员,Proposes,0.67,我需要无人机具备飞行限制区域警示功能
我需要无人机能够自主导航并根据预设的线路进行电力设备的巡检和维护工作。,RelatedTo,0.94,我需要无人机能够自主导航并根据预设的线路进行电力设备的巡检和维护工作。
我希望无人机能够自主导航并根据预设的路径进行矿区勘测和资源调查工作。,RelatedTo,0.21,我希望无人机能够自主导航并根据预设的路径进行矿区勘测和资源调查工作。
便拍摄出更好的航拍照片和影片。,Specifies,0.26,我希望能够远程遥控无人机的飞行和摄像功能
捕捉到精彩的运动瞬间。,Specifies,0.39,我希望能够远程遥控无人机的飞行和拍摄功能
便观测和研究植物的生长和变化过程。,Specifies,0.1,我希望能够远程遥控无人机的飞行和摄像功能
便对建筑物进行安全检查和评估。,Specifies,0.27,我希望能够远程遥控无人机的飞行和拍摄功能
便对电力设备进行巡检和维护。,Specifies,0.14,我希望能够远程遥控无人机的飞行和检测功能
便在灾害和紧急情况下进行救援任务。,Specifies,0.18,我需要能够远程遥控无人机的飞行和携带救援设备的能力
便进行农田的精确喷洒和农作物管理。,Specifies,0.69,我希望能够远程遥控无人机的飞行和植物喷洒功能
便在建筑施工现场进行材料的运输和投放。,Specifies,0.53,我需要能够远程遥控无人机的飞行和建筑材料运输功能
便进行军事侦察和目标监测。,Specifies,0.33,我希望能够远程遥控无人机的飞行和侦察功能
及时获取灾害信息并预警。,Specifies,0.76,我希望能够远程遥控无人机的飞行和地质灾害监测功能
帮助研究海洋生物和生态系统。,Specifies,0.5,我需要能够远程遥控无人机的飞行和海洋观测功能
帮助城市安全监控和事件应对。,Specifies,0.19,我希望能够远程遥控无人机的飞行和监控功能
帮助进行农田的生长监测和病虫害防治。,Specifies,0.55,我需要能够远程遥控无人机的飞行和作物监测功能
便检测电力设备的运行状况和安全隐患。,Specifies,0.65,我希望能够远程遥控无人机的飞行和电力巡检功能
帮助研究海洋气候变化和天气预报。,Specifies,0.93,我需要能够远程遥控无人机的飞行和气象观测功能
帮助监测环境污染和资源破坏。,Specifies,0.08,我需要能够远程遥控无人机的飞行和环境监测功能
帮助监测环境污染和资源破坏。,Specifies,0.91,我希望能够远程遥控无人机的飞行和环境监测功能
帮助监测和保护水体的质量和供水安全。,Specifies,0.59,我希望能够远程遥控无人机的飞行和水质监测功能
帮助监测和保护水体的质量和供水安全。,Specifies,0.98,我需要能够远程遥控无人机的飞行和水质监测功能。
帮助监测和保护水体的质量和供水安全。,Specifies,0.33,我需要能够远程遥控无人机的飞行和水质监测功能
便进行航空器的检修和维护工作。,Specifies,0.35,我需要能够远程遥控无人机的飞行和航空器维修功能
便进行航空器的检修和维护工作。,Specifies,0.72,我希望能够远程遥控无人机的飞行和航空器维修功能
帮助保护野生动物物种和栖息地。,Specifies,0.57,我希望能够远程遥控无人机的飞行和野生动物监测功能
帮助保护野生动物物种和栖息地。,Specifies,0.74,我需要能够远程遥控无人机的飞行和野生动物监测功能
辅助进行建筑设计和结构分析工作。,Specifies,0.74,我需要能够远程遥控无人机的飞行和建筑结构测量功能
辅助进行建筑设计和结构分析工作。,Specifies,0.96,我希望能够远程遥控无人机的飞行和建筑结构测量功能
帮助监察环境污染和违法行为。,Specifies,0.55,我需要能够远程遥控无人机的飞行和环境监测功能
帮助研究海洋生态系统和资源评估。,Specifies,0.31,我希望能够远程遥控无人机的飞行和海洋生物采样功能
帮助进行城市规划和土地利用分析。,Specifies,0.25,我需要能够远程遥控无人机的飞行和城市规划勘测功能
便实时获取火情信息和指导灭火工作。,Specifies,0.64,我希望能够远程遥控无人机的飞行和火场监测功能
帮助实现农田的精确灌溉和水资源管理。,Specifies,0.59,我需要能够远程遥控无人机的飞行和灌溉调控功能
辅助进行地质灾害的监测和预警工作。,Specifies,0.78,我希望能够远程遥控无人机的飞行和地质勘测功能
帮助保护海洋生态环境和物种多样性。,Specifies,0.69,我需要能够远程遥控无人机的飞行和海洋生态监测功能
帮助优化交通流量和指导交通管理工作。,Specifies,0.11,我希望能够远程遥控无人机的飞行和交通监测功能
帮助检测和维修电力设备。,Specifies,0.02,我需要能够远程遥控无人机的飞行和电力设备检修功能
帮助评估渔业资源和保护海洋生态系统。,Specifies,0.99,我希望能够远程遥控无人机的飞行和渔业资源调查功能
辅助巡逻和犯罪预防工作。,Specifies,0.67,我需要能够远程遥控无人机的飞行和城市安全监控功能
拍摄壮丽的自然风景和城市风貌。,Specifies,0.67,我希望无人机具有高清摄像功能
便在突发事件和新闻现场获取准确的图像和视频报道。,Specifies,0.83,我需要无人机具备实时摄像功能
拍摄出具有电影质感的空中镜头。,Specifies,0.09,我希望无人机能够稳定飞行并搭载专业摄像设备
捕捉到比赛中的精彩瞬间。,Specifies,0.3,我需要无人机具备高速追踪和拍摄功能
展示房产的独特视角和周边环境。,Specifies,0.86,我希望无人机能够拍摄高清航拍视频
展现大自然的美丽与奇观。,Specifies,0.15,我需要无人机能够拍摄野生动物和自然景观的高清影像
展示景观设计的整体效果和空间布局。,Specifies,0.33,我希望无人机能够拍摄航拍视频
辅助解说和赛事报道。,Specifies,0.72,我希望无人机能够拍摄比赛过程和选手表现的实时视频
支持地理研究和教学。,Specifies,0.7,我希望无人机能够拍摄地貌变化和自然地理现象的摄像影像
研究植物的生长过程。,Specifies,0.64,我需要无人机能够拍摄植物生长和变化的时间-lapse影像
呈现自然环境的演变和保护问题。,Specifies,0.88,我需要无人机能够拍摄环境变化和生态系统的高清视频
辅助规划决策和评估。,Specifies,0.96,我希望无人机能够拍摄城市规划和城市发展的航拍影像
帮助农业研究和农作物管理。,Specifies,0.34,我需要无人机能够拍摄农田和农作物的高清照片
展示大自然的壮丽景色。,Specifies,0.85,我希望无人机能够拍摄风景和自然环境的宽广视野
保留历史和传统文化的影像资料。,Specifies,0.89,我希望无人机能够拍摄古建筑和文化遗址的航拍照片和视频
便在水下环境中拍摄清晰、生动的影像作品。,Specifies,0.99,我希望无人机能够搭载水下摄像设备
展示人工景观设计的独特创意和效果。,Specifies,0.33,我需要无人机能够拍摄航拍视频
辅助考古调查和文物保护工作。,Specifies,0.51,我希望无人机能够拍摄考古遗址的航拍照片和视频
便进行训练评估和改进。,Specifies,0.49,我需要无人机能够拍摄运动员训练过程的实时视频
辅助科普教育和科学传播。,Specifies,0.43,我希望无人机能够拍摄科学实验和科学现象的摄像影像
研究冰川的演化和影响。,Specifies,0.61,我需要无人机能够拍摄冰川变化和冰川景观的航拍影像
便对农田进行全面巡查和监测。,Specifies,0.78,我希望无人机的续航能力能够持续飞行足够长的时间
便在灾害现场进行长时间的搜索和救援行动。,Specifies,0.77,我需要无人机具备较长的续航能力
提高电力设备的运行安全性。,Specifies,0,我希望无人机的续航能力能够支持长时间的线路巡检
便能够拍摄更多的航拍照片和影片。,Specifies,0.07,我需要无人机具备较长的续航能力
便获取更全面的城市数据和图像信息。,Specifies,0.92,我希望无人机的续航能力能够支持长时间的航拍勘测
便能够持续监测和记录环境污染情况。,Specifies,0.86,我需要无人机具备较长的续航能力
确保施工安全和质量。,Specifies,0.81,我希望无人机的续航能力能够支持长时间的巡查和监控
便能够完成更多的配送任务并提高效率。,Specifies,0.2,我需要无人机具备较长的续航能力
便能够持续监测和巡查森林火情，并及时采取措施进行灭火。,Specifies,0.02,我需要无人机具备较长的续航能力
确保航空安全。,Specifies,0.04,我希望无人机的续航能力能够支持长时间的空中巡视和交通监管
便能够进行长时间的海上巡逻和边境监测工作。,Specifies,0.35,我需要无人机具备较长的续航能力
确保在火场中安全地进行监测和救援任务。,Specifies,0.65,我希望无人机具备高度稳定的飞行控制系统
便在监控和安保工作中提供更准确的图像和视频资料。,Specifies,0.2,我需要无人机配备高清摄像设备和实时传输功能
在复杂的搜救环境中提供更好的视觉辅助。,Specifies,0.78,我希望无人机能够配备红外热成像和夜视功能
确保在边境巡逻任务中避免碰撞和意外事件。,Specifies,0.45,我需要无人机具备自动避障和防撞功能
应对突发情况并保证飞行安全。,Specifies,0.62,我希望无人机具备强大的飞行稳定性和自动返航功能
确保在禁飞区域或危险区域的安全飞行。,Specifies,0.96,我需要无人机具备飞行限制区域警示功能
在恶劣的环境条件下仍能保持正常运行和飞行安全。,Specifies,0.91,我希望无人机具备防水和防尘性能
保障通信安全和任务保密性。,Specifies,0.18,我需要无人机具备加密和抗干扰的通信系统
及时发现和报警危险物品运输和违规行为。,Specifies,0.03,我希望无人机具备危险物品识别和警示功能
US257,Defines,0.26,便在高楼火灾等特殊情况下能够及时投放救援装备和物资。
US258,Defines,0.2,确保无人机在农田作业中的持续可靠运行。
US259,Defines,0.55,确保拍摄到稳定、清晰的航拍影像。
US260,Defines,0.38,保证无人机在各种工作条件下的稳定飞行。
US261,Defines,0.24,保证任务信息的准确传输和保密性。
US262,Defines,0.64,确保在紧急救援任务中能够准确投放装备和物资。
US263,Defines,0.18,保证准确、稳定地获取环境数据和监测结果。
US264,Defines,0.17,确保及时发现电力设备故障和隐患。
US265,Defines,0.29,减少维修和更换的频率和成本。
US266,Defines,0.62,保证科学实验的准确性和稳定性。
US267,Defines,0.36,确保准确导航和定位巡逻路线和目标。
US268,Defines,0.03,在恶劣的冰川环境中获取准确的数据和样本。
US269,Defines,0.76,进行准确的渔业资源调查和评估。
US270,Defines,0.8,获取精确的城市数据和地理信息。
US271,Defines,0.17,在灾害监测中提供准确的气象数据和风场信息。
US272,Defines,0.47,确保在建筑工地中的安全飞行和巡查。
US273,Defines,0.85,提高农田管理和农作物产量。
US274,Defines,0.89,确保准确探测和评估矿产资源。
US275,Defines,0.43,进行有效的野生动物保护和监测工作。
US276,Defines,0.27,提前发现和预警地质灾害风险。
US277,Defines,0.69,进行准确的海洋资源评估和保护。
US278,Defines,0.32,确保准确采集和监测环境污染数据。
工程师,Proposes,0.16,我希望无人机的电机和驱动系统具备高可靠性和耐久性
航空器维护人员,Proposes,0.29,我需要无人机的结构和机械部件具备高可靠性和耐用性
交通巡逻员,Proposes,0.3,我需要无人机的导航和定位系统具备高度可靠性
渔业资源调查员,Proposes,0.39,我需要无人机的水下声纳和测量设备具备高可靠性
灾害监测员,Proposes,0.21,我需要无人机的气象监测和风场探测设备具备高可靠性
矿产勘探员,Proposes,0.06,我希望无人机的地质探测和矿产勘查设备具备高可靠性
海洋资源调查员,Proposes,0.6,我需要无人机的海洋生态监测和水下摄像设备具备高可靠性
便在高楼火灾等特殊情况下能够及时投放救援装备和物资。,Specifies,0.15,我需要无人机配备紧急救援设备投放系统
确保无人机在农田作业中的持续可靠运行。,Specifies,0.56,我希望无人机的电池寿命能够长久并具备可靠的充电和更换系统
确保拍摄到稳定、清晰的航拍影像。,Specifies,0.32,我需要无人机的相机稳定器和云台系统具备高度可靠性
保证无人机在各种工作条件下的稳定飞行。,Specifies,0.6,我希望无人机的电机和驱动系统具备高可靠性和耐久性
保证任务信息的准确传输和保密性。,Specifies,0.58,我需要无人机的通信和数据链路系统具备高度可靠性和抗干扰能力
确保在紧急救援任务中能够准确投放装备和物资。,Specifies,0.32,我希望无人机的救援装备投放系统具备高可靠性和精准性
保证准确、稳定地获取环境数据和监测结果。,Specifies,0.45,我需要无人机的传感器和数据采集系统具备高可靠性
确保及时发现电力设备故障和隐患。,Specifies,0.85,我希望无人机的红外热成像和电力检测设备具备高可靠性
减少维修和更换的频率和成本。,Specifies,0.76,我需要无人机的结构和机械部件具备高可靠性和耐用性
保证科学实验的准确性和稳定性。,Specifies,0.94,我希望无人机的仪器和实验设备具备高可靠性
确保准确导航和定位巡逻路线和目标。,Specifies,0.24,我需要无人机的导航和定位系统具备高度可靠性
在恶劣的冰川环境中获取准确的数据和样本。,Specifies,0.63,我希望无人机的冰川探测和采集设备具备高可靠性
进行准确的渔业资源调查和评估。,Specifies,0.63,我需要无人机的水下声纳和测量设备具备高可靠性
获取精确的城市数据和地理信息。,Specifies,0.7,我希望无人机的遥感和测绘设备具备高可靠性
在灾害监测中提供准确的气象数据和风场信息。,Specifies,0.59,我需要无人机的气象监测和风场探测设备具备高可靠性
确保在建筑工地中的安全飞行和巡查。,Specifies,0.52,我希望无人机的避障和自主导航系统具备高可靠性
提高农田管理和农作物产量。,Specifies,0.79,我需要无人机的农作物监测和喷洒设备具备高可靠性
确保准确探测和评估矿产资源。,Specifies,0.03,我希望无人机的地质探测和矿产勘查设备具备高可靠性
进行有效的野生动物保护和监测工作。,Specifies,0.61,我需要无人机的动物跟踪和监测设备具备高可靠性
提前发现和预警地质灾害风险。,Specifies,0.73,我希望无人机的地质监测和预警设备具备高可靠性
进行准确的海洋资源评估和保护。,Specifies,0.42,我需要无人机的海洋生态监测和水下摄像设备具备高可靠性
确保准确采集和监测环境污染数据。,Specifies,0.32,我希望无人机的环境采样和监测设备具备高可靠性
飞行稳定性,Achieves,0.64,我希望无人机能够稳定飞行，并具备高分辨率摄像功能
飞行稳定性,Achieves,0.24,我希望无人机具备强大的飞行稳定性和自动返航功能
高分辨率摄像,Achieves,0.84,我希望无人机能够稳定飞行，并具备高分辨率摄像功能
高分辨率摄像,Achieves,0.97,我希望无人机能够进行空中摄影测量，并搭载高分辨率摄像功能
高分辨率摄像,Achieves,0.38,我需要无人机能够低空飞行，并具备高分辨率摄像功能
高分辨率摄像,Achieves,0.15,我希望无人机能够进行空中测绘，并搭载高分辨率摄像功能
高分辨率摄像,Achieves,0.97,我希望无人机能够进行高空摄影，并具备稳定飞行和高分辨率摄像功能
